Wandb run started
Optimizers Created
Dataloader reset
Beginning Training
====================================================================================================
Model Parameters: 32.1M
{'d_model': 256, 'n_heads': 8, 'n_layers': 8, 'vocab_size': 50304, 'seq_len': 128, 'r': 4, 'p': 2, 'max_steps': 1000000, 'batch_size': 32, 'adam_lr': 0.0003, 'muon_lr': 3e-06}
====================================================================================================
out_proj.weight tensor(0.2796, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(2.6212, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(0.6377, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(177.4261, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(14.2260, device='cuda:0')
decoder_stack.0.attn.wv.weight tensor(15.0055, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(1.2900, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(7.2174, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(24.6992, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(29.3199, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(12.8983, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(3.1701, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(2.1301, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(5.8251, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(2.4221, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(1.9419, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(25.4513, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(2.5438, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(1.7546, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(48.0652, device='cuda:0')
decoder_stack.0.attn.wv.weight tensor(14.6579, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(2.2519, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(39.0983, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(40.4266, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(5.2530, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(25.4071, device='cuda:0')
decoder_stack.0.attn.wv.weight tensor(821.1788, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(17.4012, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(63.6745, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(1.2012, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(12.5051, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(6.1346, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(12.2468, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(2.5394, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(12.5849, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(1.5201, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(8.0256, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(25.0307, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(23.4184, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(6.9112, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(10.2363, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(5.9312, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(4.2823, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(8.0608, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(27.5674, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(4.7208, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(8.7803, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(14.3849, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(4.1689, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(6.7898, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(14.4801, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(69.3350, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(7.7133, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(355.8596, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(3.8246, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(22.8634, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(11.7078, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(3.1862, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(1.3588, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(5.6373, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(26.4468, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(5.7600, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(5.0573, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(10.5466, device='cuda:0')
decoder_stack.0.attn.wv.weight tensor(1.6249, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(1.0888, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(33.8304, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(17.3997, device='cuda:0')
step 40 | loss 10.6039 | norm 21.4050 | time 1188.4713ms
decoder_stack.0.attn.wq.weight tensor(16.7410, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(10.2185, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(4.0314, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(1.5313, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(4.1777, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(2.7191, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(36.2659, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(385.7296, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(1.7228, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(6.4470, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(98.5152, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(3.2302, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(13.2542, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(204.5691, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(2.1060, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(438.3188, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(2.5316, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(90.4481, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(51.8013, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(10.4612, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(43.3249, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(12.7001, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(22.4113, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(5.0948, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(3.9233, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(27.1163, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(3.8677, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(138.9722, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(10.5054, device='cuda:0')
decoder_stack.1.attn.wq.weight tensor(462.4761, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(7.0995, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(9.2079, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(39.8091, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(4.2015, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(1.9834, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(1.6237, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(1.2167, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(21.7446, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(27.2047, device='cuda:0')
decoder_stack.1.attn.wq.weight tensor(3.5397, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(512.2337, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(28.2578, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(10.8851, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(27.7685, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(19.7159, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(35.5189, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(3.1538, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(79.4072, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(4.8194, device='cuda:0')
decoder_stack.0.attn.wv.weight tensor(3.8494, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(17.2882, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(2.6119, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(62.6597, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(12.7386, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(20.5698, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(28.4887, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(58.5145, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(5.2379, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(38.2737, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(7.0086, device='cuda:0')
